commit_hash,commit_timestamp,commit_subject,commit_author,repo,session_id,session_project,additions,deletions,files_changed
e70c43bcd484,2026-03-20T03:03:57-07:00,fix: harden windows CI tests and markdown lint,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,51,20,6
cbccb7fdc0b4,2026-03-20T02:44:25-07:00,fix: strip validator shebangs on Windows CRLF checkouts,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,13,4,1
a2df9397ff34,2026-03-20T02:11:12-07:00,fix: resolve ESLint errors and add npx command support in hook tests,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,6,5,3
47f508ec2166,2026-03-20T01:58:19-07:00,"Revert ""Add Kiro IDE support (.kiro/) (#548)""",Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,0,12110,85
ce828c1c3cad,2026-03-20T01:50:35-07:00,Add Kiro IDE support (.kiro/) (#548),Himanshu Sharma,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,12110,0,85
c8f631b0466e,2026-03-20T15:50:31+07:00,feat: add block-no-verify hook for Claude Code and Cursor (#649),Ofek Gabay,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,15,0,2
8511d8404220,2026-03-20T01:44:55-07:00,feat(skills): add rules-distill skill (rebased #561) (#678),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,468,6,6
8a5789439429,2026-03-20T01:42:19-07:00,chore(deps-dev): bump flatted (#675),dependabot[bot],TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,3,3,1
68484da2fc44,2026-03-20T01:38:15-07:00,fix: auto-detect ECC root from plugin cache when CLAUDE_PLUGIN_ROOT is unset (#547) (#691),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,352,13,4
0b0b66c02fa1,2026-03-20T01:38:13-07:00,"feat: agent compression, inspection logic, governance hooks (#491, #485, #482) (#688)",Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1563,0,7
28de7cc420ff,2026-03-20T01:38:11-07:00,fix: strip ANSI escape codes from session persistence hooks (#642) (#684),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,87,3,4
9a478ad67605,2026-03-20T01:19:42-07:00,feat(rules): add Rust language rules (rebased #660) (#686),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,630,0,5
52e949a85bfa,2026-03-20T01:19:36-07:00,"fix: sync catalog counts with filesystem (27 agents, 113 skills, 58 commands) (#693)",Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,6,6,2
07f6156d8a11,2026-03-20T00:43:32-07:00,feat: implement --with/--without selective install flags (#679),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,876,2,4
29277ac273f2,2026-03-20T00:29:20-07:00,chore: prepare v1.9.0 release (#666),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,139,11,7
6836e9875d16,2026-03-20T00:29:17-07:00,fix: resolve Windows CI failures and markdown lint (#667),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,32,44,2
cfb3370df8c0,2026-03-20T12:51:37+05:30,docs: add Antigravity setup and usage guide (#552),vazidmansuri005,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,157,1,2
d697f2ebac97,2026-03-20T12:50:25+05:30,feat(skills): add architecture-decision-records skill (#555),vazidmansuri005,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,179,0,1
0efd6ed9141e,2026-03-20T12:50:23+05:30,feat(commands): add /context-budget optimizer command (#554),vazidmansuri005,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,164,0,2
72c013d212ef,2026-03-20T12:50:20+05:30,feat(skills): add codebase-onboarding skill (#553),vazidmansuri005,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,233,0,1
27234fb79037,2026-03-20T07:20:18Z,feat(skills): add agent-eval for head-to-head coding agent comparison (#540),Joaquin Hui,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,148,0,1
a6bd90713dc0,2026-03-20T00:16:42-07:00,Merge pull request #664 from ymdvsymd/fix/observer-sandbox-access-661,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,0,0,0
9c58d1edb539,2026-03-20T00:16:34-07:00,Merge pull request #665 from ymdvsymd/fix/worktree-project-id-mismatch,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,0,0,0
04f867562494,2026-03-20T16:02:10+09:00,fix(clv2): use -e instead of -d for .git check in detect-project.sh,to.watanabe,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,240,1,2
f37c92cfe256,2026-03-20T16:00:17+09:00,fix(clv2): add --allowedTools to observer Haiku invocation (#661),to.watanabe,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,73,90,2
fec871e1cbec,2026-03-19T22:47:46-07:00,fix: update catalog counts and resolve lint error,Affaan Mustafa,TREE_OF_THOUGHT,65737a49-6947-4810-91d1-6ef859f795b3,FEM,6,6,3
1b21e082fa9f,2026-03-20T08:49:34+05:00,feat(skills): add pytorch-patterns skill (#550),Muhammad Idrees,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,396,0,1
beb11f8d0259,2026-03-20T08:49:32+05:00,feat(agents): add pytorch-build-resolver agent (#549),Muhammad Idrees,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,120,0,1
90c3486e0354,2026-03-20T11:49:23+08:00,feat(agents): add typescript-reviewer agent (#647),teee32,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,133,6,4
9ceb699e9a92,2026-03-20T11:49:21+08:00,feat(rules): add Java language rules (#645),Chris Yau,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,509,0,5
a9edf54d2f52,2026-03-20T11:49:15+08:00,fix(observe): allow sdk-ts entrypoint in observation hook (#614),Chris Yau,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,4,1,1
4bdbf57d981f,2026-03-18T03:03:31-07:00,"fix: resolve 8 test failures on main (install pipeline, orchestrator, repair) (#564)",Affaan Mustafa,TREE_OF_THOUGHT,818f29eb-1aa3-497f-9c3e-0b5dde0c50b9,TREE,9,2,1
fce4513d58dc,2026-03-17T00:42:09-07:00,"fix: sync documentation counts with catalog (25 agents, 108 skills, 57 commands)",Affaan Mustafa,TREE_OF_THOUGHT,818f29eb-1aa3-497f-9c3e-0b5dde0c50b9,TREE,7,7,2
7cf07cac1798,2026-03-17T03:02:25+05:30,feat(agents): add java-build-resolver for Maven/Gradle (#538),Yashwardhan,TREE_OF_THOUGHT,,,0,0,0
b6595974c2e8,2026-03-16T14:31:49-07:00,feat: add C++ language support and hook tests (#539),Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
f12bb90924b3,2026-03-16T14:29:28-07:00,fix: refresh orchestration follow-up after #414 (#430),Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
f0b394a151ff,2026-03-16T14:04:41-07:00,"merge: PR #529 — feat(skills): add documentation-lookup, bun-runtime, nextjs-turbopack; feat(agents): add rust-reviewer",Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
01585ab8a347,2026-03-17T00:55:11+05:30,"Address review: register rust-reviewer in AGENTS.md and rules, add openai.yaml for Codex skills",Carson Rodrigues,TREE_OF_THOUGHT,,,0,0,0
0be6455fca4c,2026-03-17T00:40:45+05:30,"fix: address PR review — skill template (When to use, How it works, Examples), bun.lock, next build note, rust-reviewer CI note, doc-lookup privacy/uncertainty",Carson Rodrigues,TREE_OF_THOUGHT,,,0,0,0
f03db8278c3e,2026-03-17T00:29:22+05:30,docs(skills): align documentation-lookup with CONTRIBUTING template; add cross-harness (Codex/Cursor) skill copies,Carson Rodrigues,TREE_OF_THOUGHT,,,0,0,0
93a78f184706,2026-03-17T00:24:13+05:30,"feat(skills): add documentation-lookup, bun-runtime, nextjs-turbopack; feat(agents): add rust-reviewer",Carson Rodrigues,TREE_OF_THOUGHT,,,0,0,0
5bd183f4a76e,2026-03-17T08:02:40+11:00,feat: add Codex CLI customization scripts (#336),Tom Green,TREE_OF_THOUGHT,,,0,0,0
89044e8c3396,2026-03-17T02:31:41+05:30,feat(design): skill health dashboard mockup (#518),Aryan Tejani,TREE_OF_THOUGHT,,,0,0,0
10879da823bb,2026-03-17T02:31:38+05:30,feat(agents): add java-reviewer agent (#528),Yashwardhan,TREE_OF_THOUGHT,,,0,0,0
609a0f4fd13d,2026-03-16T13:50:08-07:00,fix: add 62 missing skills to install manifests — full profile now covers all 105 skills (#537),Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
f9e8287346be,2026-03-16T13:47:25-07:00,"fix: observer memory explosion with throttling, re-entrancy guard, and tail sampling (#536)",Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
bb27dde11690,2026-03-16T20:40:56Z,docs: add npm install step before running install.sh (#526),Jeffrey Jordan,TREE_OF_THOUGHT,,,0,0,0
3b2e1745e9cc,2026-03-17T00:39:03+04:00,chore(config): governance and config foundation (#292),alfraido86-jpg,TREE_OF_THOUGHT,,,0,0,0
9fcbe9751cd6,2026-03-17T04:38:47+08:00,fix: export run() to avoid Windows spawnSync issues (#431),yang1002378395-cmyk,TREE_OF_THOUGHT,,,0,0,0
b57b573085ed,2026-03-16T16:38:20-04:00,fix(continuous-learning-v2): add lazy-start observer logic (#508),Albert Lie 이영덕,TREE_OF_THOUGHT,,,0,0,0
01ed1b3b0306,2026-03-16T20:37:51Z,fix(ci): enforce catalog count integrity (#525),Justin Philpott,TREE_OF_THOUGHT,,,0,0,0
ac53fbcd0ec4,2026-03-16T20:35:50Z,Add Claude DevFleet multi-agent orchestration skill (#505),Avdhesh Singh Chouhan,TREE_OF_THOUGHT,,,0,0,0
e4cb5a14b3c4,2026-03-17T02:05:44+05:30,feat(skill): add data-scraper-agent — AI-powered public data collection for any source (#503),Robin Singh,TREE_OF_THOUGHT,,,0,0,0
8676d3af1d5d,2026-03-17T05:35:38+09:00,feat(skills): add team-builder skill (#501),Sebastien Tang,TREE_OF_THOUGHT,,,0,0,0
c2f2f9517cff,2026-03-17T05:35:31+09:00,feat: add ai-regression-testing skill (#433),k-matsuda-linkus,TREE_OF_THOUGHT,,,0,0,0
113119dc6f35,2026-03-16T20:35:23Z,feat: add laravel skills (#420),Sam Rook,TREE_OF_THOUGHT,,,0,0,0
17a6ef4edbd5,2026-03-16T21:35:17+01:00,Add PowerShell installer wrapper and update documentation (#532),Fredrik Hallerös,TREE_OF_THOUGHT,,,0,0,0
cd82517b90ef,2026-03-17T02:05:11+05:30,feat(skills): add mcp-server-patterns (#531),Carson Rodrigues,TREE_OF_THOUGHT,,,0,0,0
888132263dd7,2026-03-17T02:05:05+05:30,feat(commands): add /docs; feat(mcp-configs): document Context7 (#530),Carson Rodrigues,TREE_OF_THOUGHT,,,0,0,0
0ff1b594d078,2026-03-17T02:04:30+05:30,fix(harness-audit): make scoring deterministic with scripted rubric (#524),Chandan Semwal,TREE_OF_THOUGHT,,,0,0,0
ebd8c8c6fa26,2026-03-16T17:34:25-03:00,feat(agents): add Rust language support (#523),Ronaldo Martins,TREE_OF_THOUGHT,,,0,0,0
b48930974b7b,2026-03-16T01:59:53-07:00,fix: resolve all CI test failures (19 fixes across 6 files) (#519),Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
426fc5445637,2026-03-16T01:35:45-07:00,feat: record canonical session snapshots via adapters (#511),Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
bae112920987,2026-03-16T01:32:21-07:00,feat: add SQLite state store and query CLI (#510),Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
d5371d28aa99,2026-03-15T21:47:39-07:00,feat: add skill evolution foundation (#514),Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
131f97784127,2026-03-15T21:47:31-07:00,feat: strengthen install lifecycle and target adapters (#512),Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
1e0238de9641,2026-03-15T21:47:22-07:00,feat: wire manifest resolution into install execution (#509),Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
8878c6d6b023,2026-03-15T21:47:15-07:00,fix: harden observer hooks and test discovery (#513),Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
c53bba9e02a6,2026-03-14T23:21:18-07:00,"feat: self-improving skills loop — observe, inspect, amend, evaluate",Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
2b2777915e40,2026-03-14T19:09:26-07:00,feat: expand session adapter registry with structured targets,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
fcaf78e4495d,2026-03-14T12:55:56-07:00,"merge: dmux worktree (selective install, orchestration, observer fixes)",Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
4e028bd2d20c,2026-03-14T12:55:25-07:00,"feat: orchestration harness, selective install, observer improvements",Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
fdea3085a76c,2026-03-13T06:05:52-07:00,Merge pull request #428 from zdocapp/zh-CN-pr,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
4c0107a322f9,2026-03-13T17:45:44+08:00,docs(zh-CN): update,neo,TREE_OF_THOUGHT,,,0,0,0
f548ca3e1967,2026-03-13T02:14:40-07:00,Merge pull request #427 from affaan-m/codex/orchestration-harness-skills,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
5e481879ca03,2026-03-13T01:16:45-07:00,fix: harden observe loop prevention,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
cc9b11d1634b,2026-03-13T00:23:44-07:00,Merge pull request #392 from hahmee/docs/add-korean-translation,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
bfc802204ef6,2026-03-13T00:17:56-07:00,Merge pull request #403 from swarnika-cmd/main,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
fb7b73a96292,2026-03-13T00:17:54-07:00,docs: address Korean translation review feedback,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
4de5da2f8fea,2026-03-13T00:01:06-07:00,Merge pull request #309 from cookiee339/feat/kotlin-ecosystem,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
1c1a9ef73ec0,2026-03-13T00:00:34-07:00,Merge branch 'main' into main,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
e043a2824ab7,2026-03-12T23:59:01-07:00,fix: harden observer prompt guard handling,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
3010f75297b4,2026-03-12T23:55:59-07:00,Merge pull request #409 from pangerlkr/main,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
99d443b16e1f,2026-03-12T23:53:23-07:00,fix: align kotlin diagnostics and heading hierarchy,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
bc21e7adbadc,2026-03-13T12:22:46+05:30,feat: add /aside command (#407),avesh-h,TREE_OF_THOUGHT,,,0,0,0
240d553443b3,2026-03-12T23:52:10-07:00,Merge branch 'main' into main,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
e692a2886cb0,2026-03-12T23:47:17-07:00,fix: address kotlin doc review feedback,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
a6f380fde0aa,2026-03-13T02:44:34-04:00,feat: active hours + idle detection gates for session-guardian (#413),ispaydeu,TREE_OF_THOUGHT,,,0,0,0
c52a28ace9e7,2026-03-13T02:40:03-04:00,fix(observe): 5-layer automated session guard to prevent self-loop observations (#399),ispaydeu,TREE_OF_THOUGHT,,,0,0,0
83f6d5679c11,2026-03-13T07:40:02+01:00,feat(skills): add prompt-optimizer skill and /prompt-optimize command (#418),Jinyi_Yang,TREE_OF_THOUGHT,,,0,0,0
c5acb5ac32a6,2026-03-12T23:29:50-07:00,fix: accept shorter mixed-case session IDs (#408),Frank,TREE_OF_THOUGHT,,,0,0,0
8ed2fb21b214,2026-03-12T15:49:51-07:00,Merge pull request #417 from affaan-m/codex/orchestration-harness-skills,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
d994e0503b84,2026-03-12T15:46:50-07:00,test: fix cross-platform orchestration regressions,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
2d43541f0e6d,2026-03-12T15:40:25-07:00,fix: preserve orchestration launcher compatibility,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
c5b8a0783e2e,2026-03-12T15:35:12-07:00,fix: resolve lint regression in plan parsing,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
af318b8f04f0,2026-03-12T15:34:05-07:00,fix: address remaining orchestration review comments,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
0d96876505e4,2026-03-12T15:11:57-07:00,chore: resolve audit findings in lint tooling,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
52daf17cb515,2026-03-12T15:07:57-07:00,fix: harden orchestration status and skill docs,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
ca33419c52c8,2026-03-12T14:55:34-07:00,Merge pull request #419 from affaan-m/codex/fix-main-windows-root-identity,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
ddab6f11900a,2026-03-12T14:51:14-07:00,fix: compare hook roots by file identity,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
fe9f8772adcd,2026-03-12T14:51:14-07:00,fix: compare hook roots by file identity,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
9359e46951d1,2026-03-12T10:20:42-07:00,fix: resolve exa skill markdown lint,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
ad4ef58a8e1d,2026-03-12T09:35:03-07:00,fix: resolve orchestration lint errors,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
4d4ba25d112a,2026-03-12T08:50:24-07:00,feat: add orchestration workflows and harness skills,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
d3f4fd506137,2026-03-12T14:48:21-07:00,fix: restore mainline CI on Windows and markdown lint (#415),Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
424f3b372995,2026-03-12T10:20:42-07:00,fix: resolve exa skill markdown lint,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
bdf4befb3e58,2026-03-12T09:35:03-07:00,fix: resolve orchestration lint errors,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
2349e2173110,2026-03-12T08:50:24-07:00,feat: add orchestration workflows and harness skills,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
bfc73866c92b,2026-03-12T09:26:12-07:00,"Revert ""feat: add orchestration workflows and harness skills""",Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
cb43402d7d2e,2026-03-12T08:50:24-07:00,feat: add orchestration workflows and harness skills,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
51eec12764af,2026-03-12T07:53:59-07:00,fix: stop pinning o4-mini in codex config,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
c1bff00d1f2e,2026-03-12T14:39:13+05:30,Merge pull request #16 from pangerlkr/copilot/fix-failing-checks,Pangerkumzuk Longkumer,TREE_OF_THOUGHT,,,0,0,0
27b537d56824,2026-03-12T09:08:08Z,fix: skip detect-project bash test on Windows (path backslash incompatibility),copilot-swe-agent[bot],TREE_OF_THOUGHT,,,0,0,0
2c726244ca34,2026-03-12T08:45:44Z,Initial plan,copilot-swe-agent[bot],TREE_OF_THOUGHT,,,0,0,0
2856b79591c9,2026-03-12T14:15:20+05:30,Merge pull request #15 from pangerlkr/copilot/fix-link-not-working,Pangerkumzuk Longkumer,TREE_OF_THOUGHT,,,0,0,0
b0bc3dc0c9dc,2026-03-12T08:21:41Z,Fix markdownlint errors from merge of affaan-m:main into main,copilot-swe-agent[bot],TREE_OF_THOUGHT,,,0,0,0
db89e7bcd098,2026-03-12T08:14:36Z,Initial plan,copilot-swe-agent[bot],TREE_OF_THOUGHT,,,0,0,0
8627cd07e7f1,2026-03-12T11:40:41+05:30,Merge branch 'affaan-m:main' into main,Pangerkumzuk Longkumer,TREE_OF_THOUGHT,,,0,0,0
96708e5d45f9,2026-03-12T06:52:54+05:30,fix: add confirmation-prompt guard to start-observer.sh (issue #400),swarnika-cmd,TREE_OF_THOUGHT,,,0,0,0
8079d354d1e3,2026-03-12T06:46:42+05:30,fix: observer fails closed on confirmation/permission prompts (issue #400),swarnika-cmd,TREE_OF_THOUGHT,,,0,0,0
da4db99c94cf,2026-03-11T01:51:41-07:00,fix: repair opencode config and project metadata,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
dba4c462c468,2026-03-10T21:27:02-07:00,Merge pull request #301 from 0xrohitgarg/add-videodb-skills,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
135eb4c98d3a,2026-03-10T21:25:52-07:00,feat: add kotlin commands and skill pack,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
192d2b63f2d0,2026-03-10T21:23:25-07:00,docs: align videodb event directory handling,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
70449a1cd7e6,2026-03-10T21:22:35-07:00,docs: tighten videodb listener guidance,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
82f9f58d2803,2026-03-10T21:19:01-07:00,Merge pull request #290 from nocodemf/add-evos-operational-skills,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
16b33eecb177,2026-03-10T21:18:35-07:00,Merge pull request #389 from affaan-m/codex/add-php-rules,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
db2bf1642741,2026-03-10T21:18:33-07:00,docs: resolve videodb review findings,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
47a5d4b4590c,2026-03-10T21:13:55-07:00,docs: resolve remaining operational skill comments,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
062956311d5d,2026-03-10T21:13:31-07:00,Merge pull request #388 from affaan-m/codex/fix-383-custom-endpoint-docs,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
2581bebfd94b,2026-03-10T21:11:00-07:00,docs: resolve videodb follow-up review comments,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
ed366bddbb9b,2026-03-10T21:10:26-07:00,feat: add php rule pack,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
6c8f425ae296,2026-03-10T21:07:36-07:00,docs: resolve operational skill review issues,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
e0f8f914eef6,2026-03-10T21:06:06-07:00,docs: clarify custom endpoint support,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
b0c2e77bd897,2026-03-10T21:04:02-07:00,docs: clarify videodb reference guides,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
b8ab34e362e4,2026-03-10T21:03:32-07:00,docs: harden videodb skill examples,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
22816651c2a2,2026-03-10T20:59:05-07:00,fix: normalize operational skill packaging,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
032644296909,2026-03-10T20:57:38-07:00,Merge pull request #387 from affaan-m/codex/fix-386-observer-max-turns,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
74336101055c,2026-03-10T20:50:34-07:00,docs: tighten kotlin support examples,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
f6a470de6343,2026-03-07T19:40:47+01:00,fix: resolve semantic mismatch between UseCase naming and ViewModel usage,ali,TREE_OF_THOUGHT,,,0,0,0
ab693f7b8a97,2026-03-07T19:31:59+01:00,fix: address remaining PR review comments for Kotlin/Android/KMP docs,ali,TREE_OF_THOUGHT,,,0,0,0
2d5dc62ad017,2026-03-06T23:22:24+01:00, fix: rename GetItemsUseCase to GetItemUseCase for consistency,ali,TREE_OF_THOUGHT,,,0,0,0
8961f2482117,2026-03-06T23:17:01+01:00,fix: address PR review comments for Kotlin/Android/KMP docs,ali,TREE_OF_THOUGHT,,,0,0,0
f10d638bfa3a,2026-03-06T23:01:39+01:00,"feat: add Kotlin, Android, and KMP rules, agent, skills, and command",ali,TREE_OF_THOUGHT,,,0,0,0
16bc7436c5fa,2026-03-10T20:52:53-07:00,fix: raise observer analysis turn budget,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
2b8eca3ae970,2026-03-10T20:51:09-07:00,Merge pull request #370 from Nomadu27/feat/insaits-security-hook,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
5a5d647825f1,2026-03-10T20:48:59-07:00,Merge origin/main into feat/insaits-security-hook,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
9c1e8dd1e41b,2026-03-10T20:47:09-07:00,fix: make insaits hook opt-in,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
034835073ce6,2026-03-10T20:43:09-07:00,Merge pull request #359 from pythonstrup/feat/optimize-biome-hooks,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
78a56174b156,2026-03-10T20:22:23-07:00,docs: tighten perl support guidance,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
36bcf20588ab,2026-03-09T06:46:49+03:00,fix: address code review findings from cubic-dev-ai,Necip Sunmaz,TREE_OF_THOUGHT,,,0,0,0
b2a7bae5db48,2026-03-09T06:24:50+03:00,"feat: add Perl skills (patterns, security, testing)",Necip Sunmaz,TREE_OF_THOUGHT,,,0,0,0
ae5c9243c921,2026-03-09T06:20:26+03:00,feat: add Perl language rules and update documentation,Necip Sunmaz,TREE_OF_THOUGHT,,,0,0,0
d239d873d887,2026-03-10T20:25:22-07:00,Merge remote-tracking branch 'origin/main' into feat/optimize-biome-hooks,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
8f87a5408ff2,2026-03-10T20:20:50-07:00,docs: align session commands with session manager,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
b365ce861ad3,2026-03-09T21:41:17+05:30,docs: update session file path in save-session command documentation,avesh-h,TREE_OF_THOUGHT,,,0,0,0
b39e25a58f24,2026-03-09T21:35:57+05:30,docs: update session file paths in save-session and resume-session commands,avesh-h,TREE_OF_THOUGHT,,,0,0,0
81022fdcfe9b,2026-03-09T21:27:32+05:30,docs: clarify session file paths and usage in resume-session command,avesh-h,TREE_OF_THOUGHT,,,0,0,0
e71024c4bd88,2026-03-09T13:23:50+05:30,docs: enhance session file naming guidelines in save-session command,avesh-devx,TREE_OF_THOUGHT,,,0,0,0
043b3cd9a959,2026-03-09T13:12:36+05:30,fix: update session file paths to use the home directory,avesh-devx,TREE_OF_THOUGHT,,,0,0,0
6937491d2a78,2026-03-09T12:30:40+05:30,feat: add resume and save session commands for session management,avesh-devx,TREE_OF_THOUGHT,,,0,0,0
0c2954565dce,2026-03-10T20:08:20-07:00,docs: add skill-stocktake agent invocation example,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
02d754ba675f,2026-03-08T21:02:14+09:00,fix: use general-purpose agent instead of Explore for skill-stocktake evaluation,Tatsuya Shimomoto,TREE_OF_THOUGHT,,,0,0,0
